Localitate,Total,Români,Maghiari,Romi,Ucraineni,Germani,Ruși/lipoveni,Turci,Tătari,Sârbi,Slovaci,Bulgari,Croați,Greci,Evrei,Cehi,Polonezi,Italieni,Chinezi,Armeni,Ceangăi,Altă ethnie,Ethnie nedeclarată,Ortodox,Romano-catolic,Reformat?,Penticostal,Greco catolic?,Baptist,Adventist de ziua a șaptea,Musulman,Unitarian,Creștin după Evangelie,Crestin de rit vechi,Evanghelic lutheran sinodo-presbiterian,Evanghelic,Evanghelic de confesiune augustan,Mozaică,Altă religie,Fără religie,Atei,Religie nedeclarată,
1505,Braesti (IS),3265,3264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,0,0,0,0,0,0,0,0,0,22,0,0,0,0,38,0,0,0
1506,Butea (IS),3927,3920,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,510,3403,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,1
1507,Ceplenita (IS),4572,4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4548,9,0,0,0,0,3,0,0,4,8,0,0,0,0,0,0,0,0
1508,Ciortesti (IS),4366,4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4268,6,0,3,0,0,72,0,0,3,0,0,0,0,0,14,0,0,0
1509,Ciurea (IS),10092,9476,1,595,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,9935,80,0,16,0,1,2,0,0,29,2,0,0,0,0,25,2,0,0
1510,Coarnele Caprei (IS),3112,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
1511,Comarna (IS),4532,4472,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4493,5,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,1,1
1512,Costuleni (IS),4860,4849,1,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838,5,0,2,0,0,0,0,0,11,0,0,0,0,0,2,0,1,1
1513,Cotnari (IS),7948,7908,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7421,417,1,23,0,0,10,0,0,0,26,0,0,0,0,49,0,0,1
1514,Cozmesti (IS),3166,3159,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3159,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1515,Cristesti (IS),4271,4252,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1516,Cucuteni (IS),1446,1445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
1517,Dagata (IS),4809,4317,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4755,24,0,0,0,9,9,0,0,0,11,0,0,0,0,0,0,0,1
1518,Deleni (IS),10375,10373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10051,10,0,68,0,0,217,0,0,9,0,0,0,0,0,11,0,0,9
1519,Dobrovat (IS),2624,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0
1520,Dolhesti (IS),2841,2692,1,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752,0,0,0,0,0,71,0,0,0,0,0,5,0,0,13,0,0,0
1521,Dumesti (IS),4688,4685,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1522,Erbiceni (IS),5611,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5195,372,0,37,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
1523,Focuri (IS),6134,5501,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918,575,0,1,0,1,3,0,0,0,634,0,0,0,0,2,0,0,0
1524,Golaiesti (IS),3784,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,Gorban (IS),2973,2971,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,0,1,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0
1526,Grajduri (IS),3110,2849,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092,2,0,3,0,4,1,0,0,8,0,0,0,0,0,0,0,0,0
1527,Gropnita (IS),3356,3354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2593,756,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1528,Grozesti (IS),1863,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,Halaucesti (IS),5790,5788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,677,5107,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1530,Helesteni (IS),2654,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,187,0,35,0,1,2,0,0,210,11,0,0,0,0,0,3,0,0
1531,Holboca (IS),11662,11593,0,59,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11303,247,0,8,1,12,19,0,0,28,5,0,0,0,0,39,0,0,0
1532,Horlesti (IS),3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,1195,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1533,Ipatele (IS),2078,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0
1534,Lespezi (IS),6078,5921,1,28,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5953,17,0,14,0,0,17,0,0,2,75,0,0,0,0,0,0,0,0
1535,Letcani (IS),6620,6616,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6569,22,0,0,0,0,12,3,0,1,0,0,0,0,0,13,0,0,0
1536,Lungani (IS),5061,3659,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025,4,0,27,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1537,Madarjac (IS),1554,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,Mircesti (IS),6849,6848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,747,6087,0,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2
1539,Mironeasa (IS),4333,4005,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4072,2,0,144,0,0,6,0,0,1,108,0,0,0,0,0,0,0,0
1540,Miroslava (IS),8073,8064,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7835,93,0,27,0,7,9,0,0,14,54,0,0,0,0,28,2,2,2
1541,Miroslovesti (IS),7037,6427,0,609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6640,11,0,131,1,0,0,0,0,250,2,0,0,1,0,1,0,0,0
1542,Mogosesti (IS),4917,4916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891,1,0,7,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0
1543,Mogosesti-siret (IS),4061,4059,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073,830,1,5,0,0,10,0,0,35,3,0,0,0,0,98,0,0,6
1544,Mosna (IS),1973,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,1,0,0,0,0,113,0,0,3,0,0,0,0,0,0,0,0,0
1545,Motca (IS),5089,4628,1,459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,2,0,30,0,0,0,0,0,27,2,0,0,0,0,87,0,0,0
1546,Movileni (IS),3119,3113,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3086,15,0,7,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0
1547,Oteleni (IS),3783,3780,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558,2208,0,13,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
1548,Plugari (IS),3664,3660,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,5,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0
1549,Podu Iloaiei (IS),9739,9249,0,487,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9285,217,0,20,3,1,25,0,0,113,10,0,0,0,0,65,0,0,0
1550,Popesti (IS),4134,4133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1551,Popricani (IS),6735,6726,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6515,14,0,46,3,14,25,0,0,88,5,0,7,0,0,18,0,0,0
1552,Prisacani (IS),3589,3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3580,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1553,Probota (IS),3664,3662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3555,1,0,0,0,0,103,1,0,0,0,0,0,0,0,4,0,0,0
1554,Raducaneni (IS),7678,7422,1,248,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,5243,2427,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1555,Rediu (IS),6496,6483,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215,90,0,1,14,13,96,0,0,49,0,0,4,2,0,12,0,0,0
1556,Romanesti (IS),2015,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1557,Ruginoasa (IS),6199,6194,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6158,4,0,28,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0
1558,Scanteia (IS),4242,4241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,4,0,7,0,176,41,0,0,184,0,0,0,0,0,0,1,0,1
1559,Scheia (IS),4687,4685,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,3,0,22,0,4,40,0,0,479,0,0,20,0,0,10,0,0,0
1560,Schitu Duca (IS),4337,4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4315,4,0,1,0,0,10,4,0,0,2,0,0,0,0,1,0,0,0
1561,Scobinti (IS),7533,7531,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7506,16,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0
1562,Sinesti (IS),4274,4273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1563,Sipote (IS),5820,5814,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5727,72,0,5,0,0,12,0,0,1,0,0,0,0,0,3,0,0,0
1564,Siretel (IS),4014,4009,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,Stolniceni-prajescu (IS),5617,4216,0,342,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4119,271,0,0,0,0,0,0,0,136,1076,0,0,0,0,15,0,0,0
1566,Strunga (IS),4470,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474,1960,0,8,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0
1567,Tansa (IS),3039,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,1,0,1,0,0,1,0,0,0,10,0,0,0,0,44,0,0,0
1568,Targu Frumos (IS),10447,10420,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10045,8,0,41,0,1,18,0,0,14,124,0,0,0,0,196,0,0,0
1569,Tatarusi (IS),5646,5625,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508,0,0,39,0,0,10,0,0,0,0,0,0,0,0,89,0,0,0
1570,Tibana (IS),7063,7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6990,1,0,40,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0
1571,Tibanesti (IS),7623,7623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,1,0,47,0,0,326,0,0,16,1,0,2,0,0,4,1,0,0
1572,Tiganasi (IS),4290,4286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3855,16,0,126,0,0,14,0,0,265,0,0,0,0,0,5,0,9,0
1573,Todiresti (IS),6919,6828,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6092,11,0,566,0,0,73,0,0,2,146,0,0,0,0,28,1,0,0
1574,Tomesti (IS),11866,11841,1,10,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,11436,282,0,0,14,5,50,4,0,44,18,0,3,0,0,5,0,1,4
1575,Trifesti (IS),5200,5163,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5193,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,Tutora (IS),2119,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
1577,Ungheni (IS),3989,3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,5,0,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
1578,Valea Seaca (IS),5840,5787,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5770,1,0,0,0,3,0,0,0,53,0,0,0,0,0,13,0,0,0
1579,Vanatori (IS),4732,4707,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4646,6,0,8,0,0,61,0,0,4,0,0,0,0,0,0,0,0,7
1580,Victoria (IS),4293,4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4126,7,0,106,0,0,1,0,0,26,27,0,0,0,0,0,0,0,0
1581,Vladeni (IS),4548,4546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4514,19,0,1,0,0,6,0,0,3,0,0,0,0,0,5,0,0,0
1582,Voinesti (IS),6169,6155,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5466,125,0,536,1,0,40,0,0,0,0,0,0,0,0,1,0,0,0
1583,Oraª Buftea (B),20350,19885,20,410,0,5,1,3,0,2,0,1,0,1,0,0,0,6,5,1,0,8,2,19705,78,6,242,36,83,73,8,0,24,3,2,21,12,0,49,5,3,0
1584,Oraª Otopeni (B),10215,10117,14,13,0,7,4,7,0,1,0,1,2,9,4,0,3,1,0,0,0,32,0,10015,52,2,13,5,48,19,42,0,9,0,0,1,0,4,1,0,3,1
1585,1 Decembrie (B),9436,9067,1,363,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9302,40,1,28,1,6,41,2,0,2,0,1,0,1,0,10,0,0,1
1586,Afumati (B),6613,6257,6,341,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,6579,11,3,0,2,0,5,4,0,3,1,0,3,0,0,2,0,0,0
1587,Balotesti (B),6726,6443,9,243,0,3,4,2,0,0,0,0,0,1,0,0,0,3,0,0,0,17,1,6599,40,3,8,5,3,4,18,0,34,5,1,2,0,0,3,0,0,1
1588,Berceni (B),4103,4082,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4020,10,0,4,0,4,11,0,0,8,8,0,32,0,0,5,0,1,0
1589,Bragadiru (B),8165,8018,2,119,1,6,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,10,1,8077,22,1,6,5,12,18,11,0,0,0,2,0,0,0,9,1,1,0
1590,Branesti (B),8531,8514,1,11,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8505,7,0,1,1,1,0,0,0,7,0,0,0,0,0,7,0,0,2
1591,Cernica (B),9425,8181,7,1230,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,9099,1,2,13,0,5,250,1,0,2,11,0,6,0,0,32,0,3,0
1592,Chiajna (B),8009,7981,2,8,0,4,0,0,0,1,0,3,0,3,0,0,0,3,0,0,0,4,0,7915,30,4,2,8,1,19,1,0,4,0,0,6,0,0,16,1,1,1
1593,Chitila (B),12643,12360,5,236,6,10,3,2,0,0,0,0,0,0,0,1,1,2,0,2,0,14,1,12275,72,2,129,4,15,13,5,0,17,0,16,76,0,0,14,3,2,0
1594,Ciolpani (B),4472,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0
1595,Ciorogarla (B),4921,4829,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4864,4,0,10,8,4,5,0,0,6,0,2,17,0,0,1,0,0,0
1596,Clinceni (B),4938,4886,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4912,3,0,1,0,0,2,1,0,3,0,0,0,0,0,16,0,0,0
1597,Corbeanca (B),3718,3650,3,58,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3649,18,1,1,1,28,2,3,0,4,0,0,0,0,1,4,0,0,6
1598,Cornetu (B),5028,4744,3,279,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5003,5,0,0,1,0,4,3,0,4,0,0,0,0,0,0,7,1,0
1599,Darasti-ilfov (B),2935,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0,2,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0
1600,Dascalu (B),2559,2557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2554,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Dobroiesti (B),6589,6525,1,53,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,6561,4,0,0,1,10,1,4,0,0,0,0,2,0,0,5,0,1,0
1602,Domnesti (B),6327,6251,2,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6212,12,0,4,9,1,7,0,0,2,2,0,7,0,0,70,1,0,0
1603,Dragomiresti-vale (B),4265,4254,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4202,3,0,4,0,4,5,4,0,14,0,0,14,1,0,14,0,0,0
1604,Ganeasa (B),4206,3502,2,700,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4194,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1605,Glina (B),7147,5921,2,1222,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6982,20,0,83,0,44,9,0,0,1,0,0,1,0,0,6,0,0,1
1606,Gradistea (B),2930,2798,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,1,0,0,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0
1607,Gruiu (B),7155,7105,4,38,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,7060,11,2,8,5,0,32,1,0,15,0,0,18,0,0,2,0,1,0
1608,Jilava (B),11919,10634,27,1232,3,3,1,10,1,1,0,2,0,2,0,0,0,0,0,0,0,2,1,11537,80,8,71,20,33,59,17,3,13,0,4,3,2,0,6,27,31,5
1609,Magurele (B),9272,9065,10,186,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9192,28,5,11,11,1,0,6,0,1,1,1,3,1,0,7,0,4,0
1610,Moara Vlasiei (B),5833,5805,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5824,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1611,Mogosoaia (B),5232,4977,3,244,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5104,13,0,15,1,29,17,5,0,7,0,0,24,1,1,13,0,1,1
1612,Nuci (B),3141,3110,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,0,0,0,0,2,33,0,0,0,0,0,0,0,0,3,0,0,1
1613,Pantelimon (B),16019,15067,29,896,4,3,2,2,2,1,0,1,0,0,0,0,0,7,0,0,0,4,1,15852,29,17,47,8,10,11,11,0,11,7,0,2,0,0,10,1,1,2
1614,Peris (B),7151,7115,1,28,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,7008,2,0,54,0,65,16,2,0,0,0,0,0,0,0,2,1,0,1
1615,Petrachioaia (B),2823,2626,0,195,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
1616,Popesti Leordeni (B),15115,14915,12,164,0,6,0,2,0,1,0,5,1,0,0,0,0,6,0,0,0,3,0,9665,5308,3,28,6,15,30,7,0,5,0,8,0,0,0,32,4,4,0
1617,Snagov (B),6041,5995,4,23,1,2,0,1,0,0,1,0,0,5,0,0,0,1,0,1,0,7,0,5906,10,1,18,8,13,9,2,0,19,0,0,41,1,0,7,1,5,0
1618,Stefanestii De Jos (B),4131,3177,2,949,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4102,2,0,13,0,0,2,2,0,0,0,2,0,0,0,0,0,8,0
1619,Tunari (B),3804,3717,1,80,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3764,5,0,13,1,10,6,3,0,0,0,0,0,0,0,0,0,2,0
1620,Vidra (B),8220,7462,0,756,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8125,9,0,43,9,0,5,1,0,9,1,1,4,0,0,9,1,1,2
1621,Voluntari (B),30016,29291,19,505,7,9,3,25,0,0,0,1,0,14,1,0,0,7,0,0,0,110,24,29321,192,4,146,18,35,66,61,0,49,1,1,60,1,6,32,1,11,11
1622,Baia Mare municipiul / Nagybánya municípium (MM),137921,114213,20466,2092,351,507,17,20,0,8,11,2,0,10,61,4,5,23,4,2,1,114,10,98454,12664,9576,4532,8345,958,123,28,79,86,66,155,38,22,54,2095,226,156,264
1623,Sighetu Marmaþiei municipiul / Máramarossziget municípium (MM),41220,32867,6513,448,1226,105,2,2,0,3,1,0,0,1,20,1,1,8,0,2,1,17,2,28480,5453,1608,369,2805,452,241,1,12,184,17,7,9,1,21,1263,138,36,123
1624,Baia Sprie o. / Felsõbánya város (MM),16609,12469,3441,576,45,65,2,0,0,0,0,0,0,0,5,0,0,2,0,0,1,2,1,11344,2739,886,512,636,112,25,1,5,74,16,8,1,0,0,175,38,9,28
1625,Borºa o. / Borsa város (MM),26984,26263,522,115,21,50,4,1,0,0,1,0,0,0,0,1,1,3,0,0,0,2,0,25128,1124,84,193,199,8,217,3,2,0,2,0,1,0,0,6,1,3,13
1626,Cavnic o. / Kapnikbánya város (MM),5205,4205,911,54,14,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3872,882,122,66,70,55,36,0,2,3,1,0,0,0,0,80,9,1,6
1627,Seini o. / Szinérváralja város (MM),10105,8083,1780,141,33,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6929,740,1213,53,817,159,38,0,2,0,0,2,0,0,1,146,3,0,2
1628,Târgu Lãpuº o. / Magyarlápos város (MM),13355,11548,1659,140,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9952,357,1355,975,534,18,21,0,1,1,2,1,0,0,0,129,5,0,4
1629,Viºeu de Sus c. / Felsõvisó város (MM),16879,14878,530,70,274,1114,1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,6,0,14102,1884,76,42,605,33,56,0,2,40,3,4,0,0,0,20,2,3,7
1630,Ardusat c. / Erdõszáda község (MM),2543,2518,16,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314,19,6,102,92,2,0,0,0,0,0,0,0,0,0,8,0,0,0
1631,Ariniº c. / Égerhát község (MM),1208,1078,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,4,111,145,17,7,2,0,0,0,0,0,0,0,0,49,0,0,0
1632,Asuaju de Sus c. / Felsõszivágy község (MM),1615,1604,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,4,5,123,70,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1633,Bãiþa de sub Codru c. / Mosóbánya község (MM),1919,1897,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,1,0,426,99,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1634,Bãiuþ c. / Erzsébetbánya község (MM),2699,1620,1066,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1548,1031,57,9,47,2,0,0,1,0,0,0,0,0,1,1,2,0,0
1635,Bârsana c. / Barcánfalva község (MM),6352,6342,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5509,2,0,197,497,6,5,0,0,5,0,1,0,0,0,114,8,1,7
1636,Bãseºti c. / Szilágyillésfalva község (MM),1608,1517,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,3,0,42,157,75,0,0,0,0,2,0,0,0,0,37,5,1,4
1637,Bicaz c. / Bikácfalva község (MM),1287,1286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,1,0,39,1,45,0,0,0,0,0,0,0,0,0,5,0,0,0
1638,Bistra c. / Petrovabisztra község (MM),4423,399,3,0,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160,0,1,4,81,0,75,0,0,0,1,0,0,0,0,94,3,2,2
1639,Bocicoiu Mare c. / Nagybocskó község (MM),4468,1447,371,1,2639,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3430,378,14,25,368,6,21,0,0,4,0,0,1,0,0,209,10,0,2
