Localitate,Total,Români,Maghiari,Romi,Ucraineni,Germani,Ruși/lipoveni,Turci,Tătari,Sârbi,Slovaci,Bulgari,Croați,Greci,Evrei,Cehi,Polonezi,Italieni,Chinezi,Armeni,Ceangăi,Altă ethnie,Ethnie nedeclarată,Ortodox,Romano-catolic,Reformat?,Penticostal,Greco catolic?,Baptist,Adventist de ziua a șaptea,Musulman,Unitarian,Creștin după Evangelie,Crestin de rit vechi,Evanghelic lutheran sinodo-presbiterian,Evanghelic,Evanghelic de confesiune augustan,Mozaică,Altă religie,Fără religie,Atei,Religie nedeclarată,
1640,Bogdan Vodã c. / Izakonyha község (MM),3411,3403,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3128,1,0,18,145,0,55,0,0,0,0,0,0,0,0,58,0,0,6
1641,Boiu Mare c. / Nagybúny község (MM),1276,1274,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,Botiza c. / Batiza község (MM),2964,2960,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2867,1,0,0,91,0,0,0,0,3,0,0,0,0,0,0,0,0,2
1643,Budeºti / Budfalva község (MM),3470,3466,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229,1,1,2,154,4,0,0,0,0,0,0,0,0,0,79,0,0,0
1644,Cãlineºti c. / Felsõkálinfalva község (MM),3410,3404,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,1,0,153,1183,3,13,0,0,0,0,0,0,1,0,202,15,0,0
1645,Câmpulung la Tisa c. / Hosszúmezõ község (MM),2484,425,1964,67,23,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,313,1108,1,353,1,41,0,0,10,0,0,1,0,0,77,19,0,5
1646,Cerneºti c. / Csernefalva község (MM),3814,3718,5,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,4,2,398,15,0,11,0,0,0,0,0,0,0,0,55,3,0,10
1647,Cicârlãu c. / Nagysikárló község (MM),4013,3930,78,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3366,158,40,165,191,13,1,2,1,18,15,0,0,0,1,42,0,0,0
1648,Copalnic-Mãnãºtur c. / Kápolnokmonostor község (MM),5838,5584,22,227,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4983,7,7,151,333,16,4,0,0,2,14,1,0,0,1,258,43,1,17
1649,Coroieni c. / Karulyfalva község (MM),2327,1986,7,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,3,3,108,3,0,6,0,0,0,0,0,0,0,0,6,0,1,0
1650,Cupºeni c. / Kupsafalva (MM),3778,3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743,0,0,2,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1651,Deseºti c. / Desze község (MM),2633,2619,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,6,1,20,168,1,5,0,0,2,0,1,0,0,0,73,6,0,2
1652,Dragomireºti c. / Dragomérfalva község (MM),3132,3117,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2844,5,0,0,280,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1653,Dumbrãviþa c. / Szakállasdombó község (MM),4499,4479,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,4,1,12,491,2,2,0,0,0,0,0,0,0,0,29,1,0,0
1654,Fãrcaºa c. / Farkasaszó község (MM),3782,3748,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,50,5,270,75,4,0,0,0,0,0,0,0,0,0,8,0,0,1
1655,Giuleºti c. / Máragyulafalva község (MM),3366,3359,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,2,0,61,635,0,0,0,0,7,0,0,2,0,0,190,13,2,2
1656,Groºi c. / Tõkésbánya község (MM),2533,2508,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,16,11,11,33,2,0,0,0,0,0,0,0,0,0,192,0,0,0
1657,Ieud c. / Jód község (MM),4223,4223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,4,0,7,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,Lãpuº c. / Oláhlápos község (MM),3828,3809,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651,20,2,9,143,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1659,Leordina c. / Leordina község (MM),2593,2584,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,5,0,39,3,0,295,1,0,0,0,0,0,0,0,0,0,0,0
1660,Mireºu Mare c. / Nagynyíres község (MM),5130,5082,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,2,4,556,296,67,1,0,0,2,9,0,0,0,0,201,10,0,6
1661,Moisei c. / Majszin község (MM),9023,9011,4,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8331,12,2,148,30,0,491,0,0,0,0,0,0,0,0,0,6,2,1
1662,Oarþa de Jos c. / Alsóvárca község (MM),1412,1409,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,2,3,21,47,74,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Ocna ªugatag c. / Aknasugatag község (MM),4207,3710,403,76,14,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3046,436,14,27,468,57,1,0,0,17,0,2,0,0,1,122,1,3,12
1664,Petrova c. / Petrova község (MM),2693,2658,4,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,4,4,38,21,0,32,0,2,0,0,0,0,0,0,26,2,0,12
1665,Poienile de Sub Munte c. / Havasmezõ község (MM),10033,256,61,2,9696,8,2,0,1,1,0,0,0,0,1,0,0,0,0,5,0,0,0,8176,62,1,1377,77,0,318,0,0,4,0,0,1,2,0,10,0,0,5
1666,Poienile Izei / Sajómezõ (MM),1028,1027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Recea c. / Lénárdfalva község (MM),5591,5255,253,77,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4851,24,216,100,340,1,1,1,0,3,0,1,0,0,0,43,6,1,3
1668,Remetea Chioarului c. / Kõvárremete község (MM),3003,2405,431,164,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378,13,370,103,6,0,2,0,0,0,0,0,0,0,0,122,3,1,5
1669,Remeþi c. / Pálosremete község (MM),3058,399,382,14,2260,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,249,33,31,133,0,138,0,0,0,1,0,0,2,0,185,5,0,0
1670,Repedea c. / Oroszkõ község (MM),4761,87,7,15,4650,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,1,42,1490,1,2,155,0,0,20,0,0,0,2,0,8,1,0,11
1671,Rona de Jos c. / Alsóróna község (MM),2110,2069,2,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,1,5,79,0,36,0,0,83,0,0,2,0,0,45,2,0,0
1672,Rona de Sus c. / Felsõróna község (MM),4698,207,421,0,4062,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3427,402,11,27,226,35,9,0,1,0,1,0,0,1,0,509,37,10,2
1673,Rozavlea c. / Rozália község (MM),6124,6111,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5651,2,1,2,232,0,231,0,0,1,0,0,0,0,0,2,0,2,0
1674,Ruscova c. / Visóoroszi község (MM),4854,161,3,109,4578,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4194,2,1,550,5,0,91,0,0,8,2,0,0,1,0,0,0,0,0
1675,Sãcãlãºeni c. / Szakállasfalva község (MM),5819,3688,1443,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3353,35,1707,184,28,66,28,0,0,20,38,0,0,0,0,304,50,3,3
1676,Sãcel c. / Izaszacsal község (MM),3779,3765,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,9,0,2,23,13,34,0,0,0,0,0,0,0,0,1,0,0,0
1677,Sãliºtea de Sus c. / Felsõszelistye község (MM),5196,5185,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028,7,0,0,78,59,20,0,0,0,0,0,0,0,0,1,3,0,0
1678,Sãlsig c. / Szélszeg község (MM),3176,3025,13,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,6,2,358,87,34,4,0,0,1,0,0,0,0,0,56,9,0,6
1679,Sãpânþa c. / Szaplonca község (MM),3267,3240,2,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,1,1,3,65,0,257,0,0,0,0,0,0,0,0,2,0,0,2
1680,Sarasãu c. / Szarvaszó község (MM),2416,2335,14,52,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1232,9,0,0,1031,76,6,0,0,0,0,0,3,0,0,46,9,2,2
1681,Satulung c. / Kõvárhosszúfalu község (MM),5409,4555,110,739,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4790,10,94,183,132,29,6,1,0,49,10,0,0,0,0,101,4,0,0
1682,ªiºeºti c. / Lacfalu község (MM),5479,5457,13,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,11,3,139,2232,4,0,1,0,0,0,0,0,0,0,46,11,1,2
1683,ªomcuta Mare c. / Nagysomkút község (MM),7708,6810,167,722,1,3,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,6582,99,91,253,482,5,2,1,0,8,4,1,0,0,1,161,12,2,4
1684,Strâmtura c. / Szurdok község (MM),4211,4210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3573,8,1,98,266,0,89,0,0,0,0,0,0,0,0,158,8,1,9
1685,Suciu de Sus c. / Alsószõcs község (MM),6222,5979,145,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5719,162,4,126,205,0,0,0,0,0,0,0,0,0,0,5,0,1,0
1686,Tãuþii-Mãgherãuº c. / Miszmogyorós község (MM),6713,5660,969,70,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5258,814,238,37,264,12,7,0,3,1,0,2,0,0,0,74,1,1,1
1687,Ulmeni c. / Sülelmed község (MM),7153,4215,1812,1113,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4972,39,1661,288,70,15,5,0,1,1,0,2,4,0,0,90,4,0,1
1688,Vadu Izei c. / Farkasrév község (MM),2856,2849,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,5,1,5,76,1,1,0,0,0,0,0,0,0,0,152,7,3,2
1689,Valea Chioarului c. / Kõvárgara község (MM),2288,2146,7,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193,5,4,39,19,0,0,0,0,0,0,0,0,0,0,28,0,0,0
1690,Vima Micã c. / Drágavilma község (MM),1637,1634,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,2,1,136,49,0,0,0,0,0,0,0,0,0,0,25,2,0,1
1691,Viºeu de Jos c. / Alsóvisó község (MM),5282,5197,2,75,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4593,15,2,60,195,1,385,0,2,0,0,0,0,0,0,24,3,1,1
1692,Municipiul Drobeta-turnu Severin (MH),104557,103600,102,586,9,75,10,39,2,51,1,0,0,15,6,14,3,9,5,1,0,25,4,103049,445,52,178,77,244,151,57,2,58,3,7,27,7,9,131,8,32,20
1693,Orºova o. / Orsova város (MH),12965,12237,93,100,6,152,2,10,0,109,4,2,1,0,3,241,0,4,0,0,1,0,0,11946,723,20,47,15,95,12,7,0,12,0,3,6,2,4,61,7,3,2
1694,Oraª Baia De Arama (MH),5648,5524,2,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424,2,0,1,2,195,18,0,0,6,0,0,0,0,0,0,0,0,0
1695,Oraª Strehaia (MH),11846,10560,4,1279,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11771,8,1,45,2,18,0,0,0,0,0,0,0,0,0,1,0,0,0
1696,Oraª Vanju Mare (MH),6940,6838,0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6883,7,1,27,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0
1697,Bacles (MH),2775,2774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766,0,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1698,Bala (MH),4759,4732,3,18,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4684,4,0,14,0,46,0,0,0,7,0,0,0,0,0,0,0,4,0
1699,Balacita (MH),3555,3317,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3535,1,0,5,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0
1700,Balta (MH),1441,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,Balvanesti (MH),1157,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,Breznita-motru (MH),1798,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1795,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,Breznita-ocol (MH),4123,4084,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,0,1,16,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0
1704,Brosteni (MH),3037,2968,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,0,0,8,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0
1705,Burila Mare (MH),2749,2707,2,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2729,2,0,6,2,2,0,0,0,7,0,0,0,0,0,1,0,0,0
1706,Butoiesti (MH),3542,3540,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3477,1,0,50,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,Cazanesti (MH),2786,2777,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2752,0,1,0,0,24,4,0,0,0,0,2,0,0,0,3,0,0,0
1708,Ciresu (MH),783,781,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1709,Corcova (MH),6130,5989,2,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,2,2,194,0,26,39,0,0,0,0,0,0,0,0,0,0,1,0
1710,Corlatel (MH),1584,1572,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,6,0
1711,Cujmir (MH),3834,3820,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1712,Darvari (MH),3049,2909,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,Devesel (MH),3598,3340,1,255,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534,3,0,20,24,1,4,0,0,1,0,0,0,0,0,10,0,1,0
1714,Dubova c. / Dunatölgyes község (MH),1081,599,5,11,1,8,0,6,0,11,0,0,0,0,0,440,0,0,0,0,0,0,0,602,455,3,0,12,3,0,0,0,0,0,0,6,0,0,0,0,0,0
1715,Dumbrava (MH),1932,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Eselnita (MH),3070,2693,3,291,1,3,1,0,0,7,0,0,0,0,0,71,0,0,0,0,0,0,0,2904,122,3,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,Floresti (MH),2906,2905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,1,0,1,0,133,1,0,0,0,0,0,0,0,0,0,0,0,0
1718,Garla Mare (MH),5416,4154,2,1259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306,0,2,46,1,0,11,0,0,22,0,0,11,0,0,17,0,0,0
1719,Godeanu (MH),779,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,Gogosu (MH),5418,5003,3,405,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5350,13,0,40,2,7,3,0,0,0,0,2,0,0,0,0,0,0,1
1721,Greci (MH),1546,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1722,Grozesti (MH),2273,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897,0,2,96,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,Gruia (MH),3163,2487,1,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,1,0,70,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1724,Hinova (MH),2865,2861,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,1,1,23,0,39,1,0,0,0,0,1,0,0,0,0,2,0,0
1725,Husnicioara (MH),1743,1739,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1726,Ilovat (MH),1580,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
1727,Ilovita (MH),1428,1427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Isverna (MH),2528,2500,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,Izvoru Barzii (MH),3134,3133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3129,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,Jiana (MH),5091,4393,1,694,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4939,4,0,142,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1731,Livezile (MH),2077,2076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,Malovat (MH),3005,2983,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1733,Obarsia De Camp (MH),2210,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,Obarsia-closani (MH),1126,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,4,0,0,0,71,3,0,0,0,0,1,0,0,0,0,0,0,0
1735,Oprisor (MH),3122,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,0,1,13,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0
1736,Padina (MH),1979,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1737,Patulele (MH),4472,4464,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445,0,1,21,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
1738,Podeni (MH),1173,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,Ponoarele (MH),2940,2940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904,1,0,1,0,15,14,0,0,4,0,0,0,0,0,1,0,0,0
1740,Poroina Mare (MH),1422,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,Pristol (MH),1832,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1742,Prunisor (MH),2626,2594,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590,30,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1
1743,Punghina (MH),3437,2496,0,939,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3235,0,1,108,0,2,7,0,0,0,0,0,84,0,0,0,0,0,0
1744,Rogova (MH),1499,1498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0
1745,Salcia (MH),3442,3423,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,Simian (MH),9670,8890,2,771,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9483,2,1,94,49,19,14,0,0,1,0,1,1,0,0,5,0,0,0
1747,Sisesti (MH),3210,3187,0,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190,2,0,3,0,2,7,0,0,6,0,0,0,0,0,0,0,0,0
1748,Sovarna (MH),1450,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,Stangaceaua (MH),1624,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,Sviniþa c. / Szinice község (MH),1132,119,2,20,0,0,0,0,0,988,0,0,0,0,0,3,0,0,0,0,0,0,0,74,5,0,2,0,2,1,0,0,0,1047,0,0,0,0,0,0,1,0
1751,Tamna (MH),3715,3302,0,412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3677,1,1,7,2,17,4,0,0,0,0,0,1,0,0,4,0,0,1
1752,Vanatori (MH),4687,4663,0,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4670,1,2,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,0
1753,Vanjulet (MH),1944,1676,0,267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,1,9,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1754,Vladaia (MH),2228,2014,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,Voloiac (MH),2101,2100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,2,1,27,0,46,8,0,0,23,0,0,5,0,0,1,0,0,2
1756,Târgu Mureº municipiul / Marosvásárhely municípium (MS),150041,75533,70108,3660,31,304,32,21,6,5,5,7,1,10,115,3,12,40,4,11,2,75,56,70136,20258,45104,1049,3909,332,1409,59,3873,92,6,369,87,87,126,2196,561,150,238
1757,Reghin municipiul / Szászrégen municípium (MS),36126,23611,10396,1831,7,237,5,13,0,3,0,3,0,1,6,1,0,2,0,0,0,8,2,22283,3550,7188,113,1851,86,360,20,63,39,1,112,24,97,6,273,37,12,11
1758,Sighiºoara municipiul / Segesvár municípium (MS),32304,24571,5934,1135,1,623,4,2,0,2,0,3,0,3,5,0,1,4,0,0,0,15,1,24461,1935,2677,348,280,189,163,1,1210,141,14,288,78,205,3,240,26,19,26
1759,Târnãveni municipiul / Dicsõszentmárton municípium (MS),26654,19231,4721,2568,6,105,5,1,0,1,2,0,0,0,4,0,1,4,0,0,0,5,0,19921,853,2552,257,1135,214,99,4,941,256,16,38,18,25,3,244,44,17,17
1760,Iernut oraºul / Radnót város (MS),9523,7229,1426,852,0,12,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,7214,306,1181,232,242,62,43,0,23,107,5,4,3,1,2,75,18,2,3
1761,Luduº oraºul / Marosludas város (MS),17497,12190,4414,857,1,11,4,0,0,0,0,0,0,0,5,0,1,6,0,1,0,0,7,11808,1068,3106,355,613,40,202,0,13,5,1,4,1,1,2,203,21,6,48
1762,Sovata oraºul / Szováta város (MS),11614,909,10465,222,0,7,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,3,942,4918,4888,1,47,20,94,1,178,9,0,14,2,3,0,388,95,2,12
1763,Acãþari comuna / Ákosfalva község (MS),4781,75,4424,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,402,3938,10,23,4,81,0,65,31,0,1,1,0,0,92,50,1,23
1764,Adãmuº c. / Ádámos község (MS),5966,2781,2440,735,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3066,73,1296,379,51,23,7,0,948,22,1,1,1,1,0,87,8,1,1
1765,Albeºti c. / Fehéregyháza község (MS),5466,3558,1174,712,4,11,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4097,194,965,15,4,8,56,0,84,12,0,12,14,0,0,5,0,0,0
1766,Aluniº c. / Magyaró község (MS),3300,524,2383,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,43,2250,2,14,4,92,0,2,0,0,0,0,3,0,1,0,0,1
1767,Apold c. / Apold község (MS),2722,2150,91,459,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2396,25,36,153,19,38,19,0,5,1,0,26,3,0,0,0,0,1,0
1768,Aþintiº / Cintos (MS),1631,1039,532,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,13,491,49,112,4,48,0,0,0,1,0,0,0,0,11,1,0,2
