"JUD" "DEN_JUD" "numarColegiu" "numeTipColegiu" "NrAlegatoriListe" "NrAlegatoriListePermanent" "NrAlegatoriListeSuplimentare" "NrAlegatoriUrnaSpeciala" "NrAlegatoriPrezentatiLaUrne" "NrAlegatoriPrezentiLaUrneListaPermanenta" "NrAlegatoriPrezentiLaUrneListaSuplimentara" "NrAlegatoriPrezentiLaUrneListaSpeciala" "NrBuletineVotPrimite" "NrBuletineVotAnulate" "TotalVoturiValabilExprimateLaNivelSectie" "NrVoturiNule" "NrVoturiAlbe" "UNIUNEA SOCIAL LIBERALÃ" "UNIUNEA DEMOCRATÃ MAGHIARÃ DIN ROMÂNIA" "ALIANÞA ROMÂNIA DREAPTÃ" "PARTIDUL ROMÂNIA MARE" "PARTIDUL POPORULUI - DAN DIACONESCU" "ASOCIAÞIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT." "FEDERAÞIA COMUNITÃÞILOR EVREIEªTI DIN ROMÂNIA" "UNIUNEA POLONEZILOR DIN ROMÂNIA" "ASOCIAÞIA LIGA ALBANEZILOR DIN ROMÂNIA" "COMUNITATEA RUªILOR LIPOVENI DIN ROMÂNIA" "UNIUNEA DEMOCRATICÃ A SLOVACILOR ªI CEHILOR DIN ROMÂNIA" "UNIUNEA UCRAINENILOR DIN ROMÂNIA" "UNIUNEA BULGARÃ DIN BANAT - ROMÂNIA" "FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA" "ASOCIAÞIA PARTIDA ROMILOR PRO-EUROPA" "UNIUNEA CROAÞILOR DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ TURCÃ DIN ROMÂNIA" "UNIUNEA ELENÃ DIN ROMÂNIA" "UNIUNEA DEMOCRATÃ A TÃTARILOR TURCO-MUSULMANI DIN ROMÂNIA" "UNIUNEA ARMENILOR DIN ROMÂNIA" "UNIUNEA CULTURALÃ A RUTENILOR DIN ROMÂNIA" "ASOCIAÞIA MACEDONENILOR DIN ROMÂNIA" "UNIUNEA SÂRBILOR DIN ROMÂNIA" "ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA" "PARTIDUL ECOLOGIST ROMÂN" "PARTIDUL ALIANÞA SOCIALISTÃ" "PARTIDUL POPULAR" "PARTIDUL POPULAR ªI AL PROTECÞIEI SOCIALE" "PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR" "PARTIDUL NAÞIONAL DEMOCRAT CREªTIN" "BIHOR_ 5_NOANE GHEORGHE-VIOREL" "BRAªOV_ 1_HUTOPILÃ VIOLETA" "CLUJ_ 1_ALEXA LIVIU-DORU-ALIN" "DÂMBOVIÞA_ 8_PETRE IONEL" "HUNEDOARA_ 2_POPA GHEORGHE-GABRIEL" "IAªI_ 6_RAªCU BENONI" "OLT_ 3_DRÃGHICESCU DRAGOª-NICOLAE" "OLT_ 2_STAN NICOLAE" "TIMIª_ 4_GOCIU ADRIAN" "Mun. BUCUREªTI_16_PIPEREA GHEORGHE" "Mun. BUCUREªTI_17_FILIP CONSTANTIN"
32 "SATU MARE" 4 "CAMERA DEPUTATILOR" 67876 66952 616 308 24429 23519 616 294 74291 49862 23651 526 252 7155 10791 2379 0 1767 17 27 3 18 5 25 27 37 263 111 5 7 37 8 13 25 18 9 904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 "SATU MARE" 5 "CAMERA DEPUTATILOR" 71502 70813 461 228 29271 28585 461 225 79403 50132 28405 604 262 8584 14232 2624 0 1496 27 41 5 8 2 42 57 36 167 144 12 16 44 20 27 29 17 14 761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33 "SÃLAJ" 1 "CAMERA DEPUTATILOR" 51280 50791 318 171 21819 21333 318 168 56041 34222 20762 696 361 6850 2972 5846 0 3856 24 31 4 45 5 221 43 69 103 148 41 13 27 13 17 36 73 7 318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33 "SÃLAJ" 2 "CAMERA DEPUTATILOR" 45857 44903 297 657 21752 20805 297 650 50081 28329 20997 497 258 3841 12302 2032 0 1454 10 13 7 15 4 54 20 29 62 112 19 6 26 6 16 16 37 3 913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33 "SÃLAJ" 3 "CAMERA DEPUTATILOR" 47066 46307 511 248 20168 19417 511 240 51171 31003 19291 503 374 10203 564 2167 0 5432 21 44 31 33 13 17 39 57 117 170 25 39 26 10 44 43 128 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33 "SÃLAJ" 4 "CAMERA DEPUTATILOR" 58199 57862 319 18 21993 21656 319 18 63668 41675 21676 253 64 12190 2660 3548 0 2624 14 13 3 6 6 53 9 14 57 22 10 4 2 10 4 7 39 9 372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34 "SIBIU" 1 "CAMERA DEPUTATILOR" 66809 66482 258 69 27632 27305 258 69 74401 46769 27026 538 68 14284 313 5452 0 1738 10 20 7 10 8 4 13 13 4394 34 7 7 18 9 18 8 29 10 0 620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34 "SIBIU" 2 "CAMERA DEPUTATILOR" 74883 74468 287 128 28751 28359 287 105 83098 54347 28125 550 76 13645 343 7393 0 1967 12 19 10 17 17 5 6 18 4036 35 8 15 18 9 24 7 27 9 0 485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34 "SIBIU" 3 "CAMERA DEPUTATILOR" 63776 63249 403 124 23910 23383 403 124 70101 46191 22820 905 185 11521 1396 5847 0 2962 15 27 18 37 16 33 23 19 680 99 12 12 21 19 16 9 35 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34 "SIBIU" 4 "CAMERA DEPUTATILOR" 59623 59019 348 256 21446 20848 348 250 66991 45545 20331 689 426 10565 402 3486 0 4633 40 48 38 75 27 41 69 34 376 225 23 29 30 24 42 27 80 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34 "SIBIU" 5 "CAMERA DEPUTATILOR" 59984 59659 306 19 20105 19780 306 19 66900 46795 19232 662 211 9797 137 2769 0 4237 13 21 20 20 12 13 27 13 861 52 32 11 20 7 12 7 35 3 0 793 0 320 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34 "SIBIU" 6 "CAMERA DEPUTATILOR" 47038 46728 216 94 16389 16081 216 92 52700 36311 15649 547 193 9100 123 3379 0 2315 13 30 14 28 10 13 25 19 383 101 5 9 12 8 7 16 34 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 1 "CAMERA DEPUTATILOR" 63022 62610 370 42 28590 28178 370 42 69000 40410 27843 645 102 17048 62 7472 473 1818 46 25 444 11 35 13 69 14 118 28 9 5 6 9 77 9 22 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 2 "CAMERA DEPUTATILOR" 55148 54793 332 23 21045 20690 332 23 60399 39354 20300 570 175 8578 37 8919 325 1838 19 18 221 15 58 14 30 10 60 20 10 11 4 16 46 8 24 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 3 "CAMERA DEPUTATILOR" 55104 54537 393 174 22687 22126 393 168 60180 37493 21585 720 382 11279 27 6227 312 2203 10 14 988 15 6 6 30 17 75 19 18 27 23 7 14 43 72 20 0 0 0 133 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 4 "CAMERA DEPUTATILOR" 67604 67142 442 20 25803 25341 442 20 73897 48094 24839 783 181 15673 30 5040 523 3067 28 17 51 11 68 11 8 7 57 22 13 17 15 6 9 3 38 10 0 0 0 115 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 5 "CAMERA DEPUTATILOR" 59528 58253 875 400 25939 24690 875 374 64603 38667 24783 806 347 18241 27 2251 459 3202 31 15 51 14 67 14 3 15 46 37 14 29 10 13 43 3 60 21 0 0 0 117 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 6 "CAMERA DEPUTATILOR" 53699 53479 209 11 17870 17650 209 11 58903 41033 17110 584 174 9187 18 4927 439 2054 13 31 80 8 51 17 44 16 77 15 15 18 7 12 24 5 27 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 7 "CAMERA DEPUTATILOR" 53504 53025 436 43 17432 16953 436 43 58469 41037 16750 507 174 8843 14 5173 285 1802 11 6 61 22 1 9 198 5 59 10 6 15 16 3 13 5 37 14 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 8 "CAMERA DEPUTATILOR" 50619 50141 414 64 19425 18953 410 62 55400 35975 18577 608 240 12462 50 2402 270 2704 12 13 206 14 32 8 82 7 41 13 9 14 15 13 18 6 45 12 0 0 0 129 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 9 "CAMERA DEPUTATILOR" 58849 58412 367 70 22473 22036 367 70 64398 41926 21728 598 146 13441 49 2960 442 4128 14 4 103 10 7 13 90 25 52 32 6 14 13 9 34 5 32 8 0 137 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35 "SUCEAVA" 10 "CAMERA DEPUTATILOR" 62937 62397 424 116 24796 24256 424 116 68800 44004 23968 670 158 14468 55 4947 629 2895 22 14 459 16 10 6 45 11 116 17 9 20 15 10 10 4 37 10 0 0 143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36 "TELEORMAN" 1 "CAMERA DEPUTATILOR" 55281 53730 857 694 28212 26675 857 680 60049 31837 26960 865 387 19357 61 2376 0 4715 40 34 11 48 9 13 11 7 47 34 2 26 47 20 47 18 29 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36 "TELEORMAN" 2 "CAMERA DEPUTATILOR" 51767 50320 527 920 28551 27110 525 916 57387 28836 27396 788 367 20434 29 2897 327 3134 58 30 27 28 10 12 11 37 43 37 37 28 61 18 21 14 72 6 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36 "TELEORMAN" 3 "CAMERA DEPUTATILOR" 73092 71948 790 354 36426 35287 790 349 79818 43392 34907 1172 347 25026 64 3998 0 5145 33 36 6 13 35 17 18 69 57 46 22 29 24 24 25 27 50 13 0 0 0 0 130 0 0 0 0 0 0 0 0 0 0 0 0 0
36 "TELEORMAN" 4 "CAMERA DEPUTATILOR" 61609 59780 765 1064 35334 33532 765 1037 67141 31807 34062 863 409 24051 39 5333 0 3997 22 45 13 68 18 17 24 24 76 38 7 24 79 26 59 31 60 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36 "TELEORMAN" 5 "CAMERA DEPUTATILOR" 59283 58030 581 672 28403 27157 581 665 65053 36650 27269 753 381 19366 25 3453 429 3459 42 8 31 39 1 8 10 10 43 38 39 22 66 17 27 16 56 11 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0
36 "TELEORMAN" 6 "CAMERA DEPUTATILOR" 41597 40220 451 926 29369 28003 451 915 45212 15843 28696 542 131 25154 70 2008 0 1331 3 14 5 14 3 4 9 5 9 10 0 8 13 3 18 8 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 1 "CAMERA DEPUTATILOR" 67750 67214 466 70 22936 22400 466 70 74184 51274 22401 450 56 13630 723 4750 312 1694 7 61 13 10 3 8 31 189 489 13 12 14 18 4 110 7 9 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 2 "CAMERA DEPUTATILOR" 75271 74916 320 35 23081 22726 320 35 81512 58436 22531 472 67 13271 1063 4456 402 2137 9 33 9 13 7 22 53 132 409 19 9 13 16 6 107 16 16 313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 3 "CAMERA DEPUTATILOR" 71646 71291 312 43 22618 22263 312 43 78394 55775 22125 426 47 12371 762 4687 373 2955 7 28 5 2 9 18 58 117 326 15 9 25 13 5 124 11 16 189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 4 "CAMERA DEPUTATILOR" 71703 71384 285 34 21514 21195 285 34 78590 57074 21040 408 64 11763 690 4537 324 2259 5 29 7 12 6 21 61 167 399 10 12 31 5 5 98 15 7 199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 378 0 0
37 "TIMIª" 5 "CAMERA DEPUTATILOR" 52320 51778 204 338 18749 18224 204 321 57425 38676 18193 438 118 8116 298 5017 347 2552 8 10 4 22 7 8 52 1296 88 33 4 16 12 2 10 4 6 281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 6 "CAMERA DEPUTATILOR" 60335 59653 464 218 17794 17153 455 186 65804 48020 17221 448 115 9502 345 3400 284 3100 9 17 2 24 9 10 55 149 98 18 20 16 5 1 29 15 16 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 7 "CAMERA DEPUTATILOR" 52207 51858 332 17 17071 16722 332 17 58990 41926 16632 344 88 9618 494 3861 252 2005 12 17 4 15 7 16 84 45 98 16 5 15 10 4 7 7 10 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 8 "CAMERA DEPUTATILOR" 55951 55561 252 138 15849 15469 251 129 61192 45350 15391 354 97 8269 599 2757 190 3215 10 12 3 15 10 4 37 34 94 30 6 17 10 1 27 12 13 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 9 "CAMERA DEPUTATILOR" 50963 49990 501 472 19424 18455 501 468 57511 38087 18878 400 146 11718 530 2731 375 3033 7 10 2 35 15 17 135 80 55 13 10 17 7 4 15 12 21 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 "TIMIª" 10 "CAMERA DEPUTATILOR" 52898 52255 383 260 17043 16409 382 252 58494 41455 16547 393 99 9215 439 3519 220 2366 3 17 3 28 9 97 31 211 52 25 12 21 7 2 14 6 17 233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38 "TULCEA" 1 "CAMERA DEPUTATILOR" 60792 60483 275 34 22796 22488 275 33 66853 44057 22078 597 121 12672 38 3904 569 3834 15 17 8 13 478 13 51 12 65 38 16 149 52 32 59 10 20 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38 "TULCEA" 2 "CAMERA DEPUTATILOR" 48501 48023 194 284 18965 18512 194 259 53199 34234 17965 717 281 10148 49 2187 0 3963 31 20 15 39 801 16 111 16 28 46 20 124 158 67 51 8 44 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38 "TULCEA" 3 "CAMERA DEPUTATILOR" 53604 53183 188 233 19796 19406 188 202 58875 39079 18849 627 320 10616 38 3390 0 3872 66 15 10 44 223 18 37 25 45 57 21 79 116 53 55 3 56 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38 "TULCEA" 4 "CAMERA DEPUTATILOR" 42958 42567 244 147 15475 15091 244 140 47150 31675 14818 483 174 9540 39 1695 0 2849 18 9 7 26 257 11 23 15 19 40 12 41 66 54 60 5 21 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 "VASLUI" 1 "CAMERA DEPUTATILOR" 65276 64808 457 11 21723 21255 457 11 71179 49468 20752 775 182 12516 161 4437 0 3010 31 30 59 27 46 17 6 25 68 91 27 29 40 13 40 23 37 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 "VASLUI" 2 "CAMERA DEPUTATILOR" 42398 41798 449 151 15896 15313 437 146 46395 30499 14967 613 316 8999 91 2561 0 2484 34 83 21 60 27 12 10 38 36 99 11 30 26 33 10 25 71 5 0 0 0 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 "VASLUI" 3 "CAMERA DEPUTATILOR" 41389 40793 465 131 17245 16649 465 131 45102 27857 16241 643 360 11552 176 1281 0 2436 35 47 19 36 13 10 13 32 29 87 10 27 22 29 14 15 89 3 0 0 0 266 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 "VASLUI" 4 "CAMERA DEPUTATILOR" 62288 61890 355 43 22105 21708 355 42 68100 45993 21376 611 117 13718 207 2444 0 4299 20 40 27 17 13 11 5 23 37 65 7 20 38 18 21 10 24 8 0 0 0 304 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 "VASLUI" 5 "CAMERA DEPUTATILOR" 51515 50792 586 137 21975 21252 586 137 56000 34027 20809 887 277 14188 297 1919 0 3585 29 81 23 68 15 9 9 17 33 79 6 36 41 22 18 19 71 5 0 0 0 239 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 "VASLUI" 6 "CAMERA DEPUTATILOR" 56181 55545 588 48 22549 21913 588 48 61306 38757 21533 727 289 13402 104 4983 0 2247 37 70 19 69 13 12 11 42 74 54 7 35 26 15 16 16 76 8 0 0 0 197 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39 "VASLUI" 7 "CAMERA DEPUTATILOR" 50521 49398 761 362 21440 20350 761 329 54745 33306 20211 823 402 10960 106 5523 0 2388 34 140 24 125 31 28 20 34 209 80 17 37 25 26 29 41 99 8 0 0 0 227 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 "VÂLCEA" 1 "CAMERA DEPUTATILOR" 61009 60680 305 24 26574 26246 305 23 67031 40464 25556 913 98 15900 92 5716 523 2768 17 14 8 14 7 8 1 11 61 37 11 9 16 9 12 9 23 9 0 0 184 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 "VÂLCEA" 2 "CAMERA DEPUTATILOR" 60160 59796 330 34 25302 24938 330 34 65992 40691 24360 808 132 16165 100 4049 488 2897 22 15 18 16 5 4 12 7 60 32 11 5 27 29 29 5 39 10 0 0 315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 "VÂLCEA" 3 "CAMERA DEPUTATILOR" 51159 50439 587 133 22552 21832 587 133 55964 33412 21506 712 334 13979 62 2287 371 4389 34 20 49 19 15 22 26 15 44 39 33 12 17 8 24 7 26 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 "VÂLCEA" 4 "CAMERA DEPUTATILOR" 56411 55614 568 229 25478 24681 568 229 61584 36108 24310 756 408 14964 43 3845 458 4426 37 16 53 31 9 30 27 23 78 139 30 18 15 9 28 7 21 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 "VÂLCEA" 5 "CAMERA DEPUTATILOR" 58499 57698 597 204 26473 25674 597 202 63845 37374 25364 765 342 17810 86 2355 525 4011 44 23 58 33 11 25 28 19 55 137 32 19 7 14 26 9 28 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 "VÂLCEA" 6 "CAMERA DEPUTATILOR" 56169 55428 508 233 27664 26949 507 208 61606 33943 26271 921 471 18351 32 2768 544 3910 67 33 61 46 6 31 27 24 59 96 50 23 20 17 47 10 42 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 "VRANCEA" 1 "CAMERA DEPUTATILOR" 49960 49652 268 40 19036 18728 268 40 54560 35525 18392 579 64 11686 34 3472 0 2351 16 4 8 6 7 16 7 19 46 66 4 8 9 3 32 3 11 10 0 417 0 0 0 157 0 0 0 0 0 0 0 0 0 0 0 0
41 "VRANCEA" 2 "CAMERA DEPUTATILOR" 52861 51994 395 472 21218 20362 395 461 57707 36489 20189 669 359 13684 38 2031 0 3251 48 29 25 13 17 98 30 42 65 89 22 21 31 51 60 46 45 102 0 351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 "VRANCEA" 3 "CAMERA DEPUTATILOR" 46367 45089 625 653 20387 19163 624 600 50264 29877 19148 824 415 13514 18 1562 0 2871 55 31 20 15 25 82 29 56 123 298 17 15 34 53 52 42 47 103 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 "VRANCEA" 4 "CAMERA DEPUTATILOR" 58470 57375 362 733 23191 22114 356 721 63883 40693 22015 780 395 15531 19 2323 0 3199 43 24 10 16 22 78 43 56 72 62 17 12 27 38 54 41 48 116 0 164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 "VRANCEA" 5 "CAMERA DEPUTATILOR" 53641 53192 372 77 18211 17772 372 67 58618 40407 17141 720 350 9979 19 2151 0 3790 54 20 14 22 27 72 37 50 105 154 11 15 37 32 77 37 46 104 0 288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41 "VRANCEA" 6 "CAMERA DEPUTATILOR" 59896 58926 562 408 22615 21656 562 397 65277 42662 21466 781 368 13242 22 3530 0 3607 47 28 19 27 25 66 30 55 81 109 12 27 48 36 59 45 56 100 0 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 1 "CAMERA DEPUTATILOR" 42383 42226 141 16 19620 19463 141 16 46094 26474 18995 542 75 11898 67 4287 431 1950 42 44 12 10 11 4 5 21 89 18 8 10 16 4 47 5 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 2 "CAMERA DEPUTATILOR" 38012 37899 87 26 18431 18318 87 26 41112 22682 17851 531 46 11776 72 4134 282 849 12 44 8 4 14 3 2 15 57 9 2 12 18 11 77 1 5 8 0 436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 3 "CAMERA DEPUTATILOR" 41154 41020 77 57 18630 18496 77 57 44323 25693 18268 282 64 12032 60 4432 264 868 15 76 14 7 6 3 4 13 66 15 1 9 19 1 66 4 11 12 0 270 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 4 "CAMERA DEPUTATILOR" 85864 85575 258 31 35092 34803 258 31 92915 57823 34171 788 120 21704 97 6973 660 3584 26 53 19 22 22 11 7 30 103 62 6 14 33 15 105 8 17 21 0 579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 5 "CAMERA DEPUTATILOR" 55818 55543 230 45 23836 23561 230 45 61008 37172 23110 650 76 15199 104 5070 554 1700 54 59 13 16 10 7 6 15 99 25 10 16 27 10 78 4 26 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 6 "CAMERA DEPUTATILOR" 86346 86082 238 26 33106 32845 235 26 94893 61789 32160 826 114 20765 70 5764 936 4117 41 31 24 20 24 9 6 27 103 57 15 12 18 5 79 3 25 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 7 "CAMERA DEPUTATILOR" 66157 65933 193 31 27276 27053 192 31 72611 45340 26556 616 96 17327 97 5132 714 2814 29 29 10 16 22 6 6 34 90 55 13 14 24 13 72 9 18 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 8 "CAMERA DEPUTATILOR" 57852 57688 140 24 26365 26201 140 24 63534 37172 25583 679 91 15720 86 6802 623 1753 33 54 14 19 24 10 12 19 142 27 9 18 38 13 116 4 40 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 9 "CAMERA DEPUTATILOR" 57689 57496 153 40 24958 24765 153 40 63407 38450 24360 479 100 14448 79 6888 566 1800 47 90 16 10 31 3 8 11 108 32 12 17 42 12 101 7 23 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 10 "CAMERA DEPUTATILOR" 55764 55529 200 35 23631 23396 200 35 61481 37861 22976 592 48 15047 64 5021 446 1432 15 72 8 10 20 2 3 27 65 39 3 17 24 13 106 4 10 8 0 520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 11 "CAMERA DEPUTATILOR" 58180 57960 187 33 24143 23923 187 33 63339 39196 23536 537 64 15014 67 5290 400 1824 14 33 8 9 20 9 4 20 70 34 6 4 17 11 67 5 19 5 0 586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 12 "CAMERA DEPUTATILOR" 61062 60730 277 55 26706 26374 277 55 66794 40090 25972 642 87 17200 92 5196 478 2029 12 39 10 13 15 4 7 27 83 21 5 9 16 12 71 3 15 11 0 604 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 13 "CAMERA DEPUTATILOR" 69230 68874 243 113 27917 27577 243 97 75809 47896 27215 624 69 18260 72 4852 588 2547 17 33 9 8 20 10 4 25 50 28 7 12 23 13 70 8 18 5 0 536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 14 "CAMERA DEPUTATILOR" 65773 65274 357 142 27170 26673 357 140 71901 44735 26432 652 78 17928 81 4718 507 2271 15 31 13 7 23 5 7 12 56 32 6 9 24 7 65 3 16 10 0 586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 15 "CAMERA DEPUTATILOR" 93923 93648 240 35 22856 22581 240 35 102925 80079 22242 521 83 15361 58 3146 483 2588 17 27 14 8 11 7 3 20 39 35 7 6 10 2 34 4 13 11 0 338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 16 "CAMERA DEPUTATILOR" 45307 45172 117 18 20274 20139 117 18 49599 29325 19771 440 61 12688 72 3984 407 1103 28 65 14 10 17 1 6 35 78 23 6 10 18 12 87 5 11 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1084 0
42 "Mun. BUCUREªTI" 17 "CAMERA DEPUTATILOR" 54483 54374 101 8 20469 20360 101 8 59697 39228 19966 447 54 13946 42 2885 395 1781 14 15 13 10 14 8 4 24 43 25 12 13 8 5 29 2 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 670
42 "Mun. BUCUREªTI" 18 "CAMERA DEPUTATILOR" 72117 71861 213 43 30726 30470 213 43 79123 48397 29999 639 86 21344 104 5343 515 2222 32 40 18 11 21 7 9 25 101 38 14 14 20 16 64 4 24 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 19 "CAMERA DEPUTATILOR" 103756 103432 301 23 38788 38464 301 23 113819 75031 37870 820 97 24783 95 5687 757 4185 10 26 15 16 20 5 3 33 57 65 6 15 34 14 64 7 23 11 0 1939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 20 "CAMERA DEPUTATILOR" 90318 89998 294 26 29416 29096 294 26 98986 69571 28513 780 121 17990 62 3578 773 5464 39 26 11 34 25 15 12 36 80 246 13 21 21 8 34 3 14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 21 "CAMERA DEPUTATILOR" 51658 51525 118 15 20106 19973 118 15 56928 36825 19576 470 57 12776 51 3734 509 2107 34 34 7 9 8 7 8 23 73 66 6 8 28 6 51 3 17 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42 "Mun. BUCUREªTI" 22 "CAMERA DEPUTATILOR" 39573 39448 79 46 17784 17659 79 46 43523 25739 17415 326 43 12418 43 3474 330 905 13 12 7 4 8 3 3 3 44 40 5 6 22 8 48 1 10 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
